,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b3336,bfr,"bacterioferritin, iron storage and detoxification protein",2.561944343,-2.20864089,0.353303453,2.460815071,-3.619421995,-1.158606924,-0.710461084,0.657214099,-0.053246985,-0.07521815,-1.527232692,-1.602450843
b3337,bfd,bacterioferritin-associated ferredoxin,0.722982017,-0.682841752,0.040140265,-1.106271534,0.613102335,-0.493169199,-0.261618455,-0.021257425,-0.282875879,-0.887955932,0.054040727,-0.833915205
b3338,chiA,periplasmic endochitinase,0.213496082,-1.79101173,-1.577515648,-15.2716282,20.63601771,5.364389505,-3.471257738,-3.389967213,-6.86122495,-14.83560038,7.339339503,-7.496260873
b3339,tufA,translation elongation factor EF-Tu 1,-29.51627972,5.075138022,-24.44114169,-11.35094593,-53.61256093,-64.96350686,-23.49508797,-2.448126272,-25.94321424,-36.03738773,1.550025525,-34.48736221
b3340,fusA,"protein chain elongation factor EF-G, GTP-binding",-27.87094042,16.0462594,-11.82468102,-47.80388913,-43.68018673,-91.48407587,-33.27697579,-1.5784854,-34.85546119,-57.38286052,3.98606572,-53.3967948
b3341,rpsG,30S ribosomal subunit protein S7,-9.249050757,-1.184663821,-10.43371458,-9.989048257,-3.906680466,-13.89572872,-4.346442356,-2.463271127,-6.809713482,-1.313601909,-3.491535344,-4.805137253
b3342,rpsL,30S ribosomal subunit protein S12,-5.44097296,-0.528098718,-5.969071678,1.883940293,-1.588254345,0.295685948,3.766368875,-3.775052065,-0.00868319,-4.053776065,-3.606396974,-7.660173039
b3343,tusB,mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein,-0.851414543,-4.137750208,-4.989164751,1.754606756,14.81237141,16.56697816,9.484916983,-7.173396628,2.311520355,-1.409899334,-2.061908625,-3.471807959
b3344,tusC,mnm(5)-s(2)U34-tRNA synthesis 2-thiolation protein,2.426900556,-0.415038854,2.011861703,0.971646369,14.95282369,15.92447006,4.923112733,-0.253835975,4.669276758,-0.904613496,4.060745249,3.156131753
b3345,tusD,sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis,-1.456786828,-0.630330016,-2.087116844,-0.537123601,18.87659303,18.33946943,5.326526209,-4.513632722,0.812893487,1.833896952,2.735465476,4.569362428
b3346,yheO,putative PAS domain-containing DNA-binding transcriptional regulator,-4.186716067,13.30637743,9.119661365,-0.434637978,8.39407286,7.959434883,7.603073992,-1.11170016,6.491373832,1.68343056,0.31028096,1.99371152
b3347,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),2.105075843,-7.701415413,-5.59633957,-55.94872562,-10.78202693,-66.73075255,-36.71909049,1.774360668,-34.94472982,-6.092224275,-28.94190651,-35.03413079
b3348,slyX,phi X174 lysis protein,-8.018469796,-3.945095022,-11.96356482,-7.547588785,-3.156977951,-10.70456674,-9.944080816,-2.117647101,-12.06172792,-4.924048133,-5.481543134,-10.40559127
b3349,slyD,FKBP-type peptidyl prolyl cis-trans isomerase (rotamase),6.225866683,-0.925779355,5.300087328,-2.980132378,-29.45465196,-32.43478434,-8.660827445,-3.37711599,-12.03794344,-11.54695986,-23.64713968,-35.19409954
b4551,yheV,DUF2387 family putative metal-binding protein,2.107914928,-2.334805789,-0.226890861,1.156575268,-0.547778637,0.608796631,0.702719345,2.740206549,3.442925894,0.147914519,0.457683757,0.605598276
b3350,kefB,potassium:proton antiporter,-10.33092893,-0.744677443,-11.07560637,-1.351293939,3.429770356,2.078476417,-4.283606875,1.849923068,-2.433683807,0.705607055,1.420721297,2.126328352
b3351,kefG,"potassium-efflux system ancillary protein for KefB, glutathione-regulated",-4.470018394,1.297098762,-3.172919633,-3.601651387,-1.751181205,-5.352832592,-2.578881582,1.552427849,-1.026453734,-0.666460658,-0.484035739,-1.150496397
b3352,yheS,putative transporter subunit of ABC superfamily: ATP-binding component,4.738174602,-3.703104085,1.035070518,-5.006319648,1.277478173,-3.728841476,-6.220816454,6.091071152,-0.129745303,-2.34640968,2.156078758,-0.190330922
b3353,yheT,UPF0017 family putative hydrolase,-4.130462486,2.140262828,-1.990199658,-3.949281607,5.7943763,1.845094693,-8.216952203,3.257689625,-4.959262577,-13.10644419,20.55997969,7.453535503
b3354,yheU,UPF0270 family protein,1.119427246,-1.732716199,-0.613288953,-1.474123874,2.341265251,0.867141377,-0.740645758,-1.404553293,-2.145199051,-1.744496131,4.208067934,2.463571803
b3355,prkB,putative phosphoribulokinase,-50.86066854,-11.95314665,-62.81381519,25.45314689,-22.70671231,2.746434577,43.48095627,-31.70364019,11.77731608,30.59754703,-22.87909303,7.718453997
b3356,yhfA,OsmC family protein,-19.72577687,-6.261676105,-25.98745297,-8.494893113,-2.701603415,-11.19649653,-2.416590453,-4.975739808,-7.39233026,-5.338091513,-6.578740396,-11.91683191
b3357,crp,"cAMP-activated global transcription factor, mediator of catabolite repression",-1.289237533,5.96306229,4.673824758,-3.987596613,-3.961601153,-7.949197766,-0.345457345,3.162754878,2.817297533,3.364058693,3.93612928,7.300187973
b3358,yhfK,"putative transporter, FUSC superfamily inner membrane protein, tandem domains",8.322783748,-3.016103132,5.306680615,-9.416747275,22.25011391,12.83336664,22.16539542,0.14562601,22.31102143,11.72753174,16.79687512,28.52440686
b3359,argD,bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase,-15.41085603,-1.477599044,-16.88845507,-6.389392115,-19.38243542,-25.77182753,-7.245512201,-0.255988282,-7.501500482,-10.45449583,-4.263017925,-14.71751376
b3360,pabA,"aminodeoxychorismate synthase, subunit II",-2.006080922,-0.125317731,-2.131398652,-1.299332705,-1.003237416,-2.302570121,-1.539039663,2.548904353,1.009864691,-1.168619726,-0.729036192,-1.897655918
b3361,fic,stationary-phase adenosine monophosphate-protein transferase domain protein,-1.822974149,-0.1537988,-1.976772949,2.46380254,-2.513692191,-0.049889651,-2.075206492,-0.383126802,-2.458333294,-0.40326823,-0.573917992,-0.977186221
b3362,yhfG,putative Fic-binding protein,-1.215234726,0,-1.215234726,-0.383824826,-0.964308391,-1.348133218,0.270118508,0.372455492,0.642573999,0.173788287,-0.699777351,-0.525989065
b3363,ppiA,peptidyl-prolyl cis-trans isomerase A (rotamase A),-1.45368547,-0.347255569,-1.800941039,1.267855259,0.837113113,2.104968372,0.496662574,-0.257255726,0.239406849,-0.45861185,-0.230823605,-0.689435454
b3364,tsgA,putative transporter,-16.32406418,2.42013583,-13.90392835,26.854825,-42.02766657,-15.17284157,8.058076915,-16.58405539,-8.525978475,-0.733061465,-3.18388989,-3.916951355
b3365,nirB,"nitrite reductase, large subunit, NAD(P)H-binding",-14.57995819,-7.289637318,-21.86959551,-42.47181537,11.92772624,-30.54408913,-0.489239425,-7.378022135,-7.86726156,-7.067457733,0.270851777,-6.796605955
b3366,nirD,"nitrite reductase, NAD(P)H-binding, small subunit",-0.370692901,-1.788582929,-2.15927583,-4.981172015,3.44880684,-1.532365176,-1.001674664,0.267895911,-0.733778753,0.469578422,2.622687887,3.092266309
b3367,nirC,nitrite transporter,3.961422126,-0.328105727,3.633316399,0.32330156,6.591522883,6.914824443,3.845698598,1.746108404,5.591807002,1.572594358,15.22909415,16.8016885
b3368,cysG,"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase",5.575256138,-1.041404319,4.533851819,-9.276576868,3.374223418,-5.90235345,-0.314199311,3.998410373,3.684211062,-4.762837856,1.937632223,-2.825205633
b3369,yhfL,small lipoprotein,0.242819026,-0.242819026,0,-0.335292436,0,-0.335292436,0,0,0,0,0,0
b3370,frlA,putative fructoselysine transporter,-4.516842367,-2.093854673,-6.610697039,7.548440426,-5.617019112,1.931421315,5.965530724,-3.897277479,2.068253245,-2.254826248,1.030401432,-1.224424815
b3371,frlB,fructoselysine-6-P-deglycase,1.309485809,-0.746973131,0.562512678,-1.89979013,1.808171632,-0.091618498,0.808270002,-1.402842579,-0.594572577,0.744521426,1.524368527,2.268889953
b4474,frlC,fructoselysine 3-epimerase,1.612218844,3.642905788,5.255124632,0.575225973,4.374514886,4.949740859,4.607197615,1.350212433,5.957410047,-0.265067874,1.26529295,1.000225077
b3374,frlD,fructoselysine 6-kinase,-1.565372432,2.284285421,0.71891299,1.817462242,0.394611609,2.212073851,3.915129476,-0.408858317,3.506271159,-0.227686583,3.227323051,2.999636467
b3375,frlR,putative DNA-binding transcriptional regulator,1.72747499,-0.976795975,0.750679015,1.675347631,-1.964157315,-0.288809684,-2.647615286,-1.372045312,-4.019660598,-2.598166731,2.732469261,0.13430253
b3376,yhfS,FNR-regulated pyridoxal phosphate-dependent aminotransferase family protein,-0.367201381,-0.982645709,-1.349847089,-0.791143274,-0.708775267,-1.499918541,-7.927575639,1.097601586,-6.829974053,-3.763496482,3.311711206,-0.451785276
b3377,yhfT,inner membrane protein,-9.897794382,-4.048152759,-13.94594714,4.836244983,-2.03315577,2.803089213,5.16856121,-4.257738063,0.910823148,0.030955455,-6.653872698,-6.622917243
b3378,yhfU,DUF2620 family protein,-14.09172093,1.29054278,-12.80117815,-11.02366325,-0.545571194,-11.56923444,8.430489655,-5.556326654,2.874163001,1.085628373,-4.235254645,-3.149626273
b3379,php,phosphotriesterase homology protein,-12.29009165,8.859966565,-3.430125085,-15.453199,1.313222505,-14.13997649,1.510509623,3.048542335,4.559051958,-20.07999311,-13.50487582,-33.58486893
b3380,yhfW,phosphopentomutase-related metalloenzyme superfamily protein,-3.504339394,1.718452899,-1.785886495,-7.982515819,1.95475934,-6.027756479,1.082056095,4.513449626,5.595505721,-0.556406437,-2.543842411,-3.100248848
b3381,yhfX,putative pyridoxal 5'-phosphate binding protein,0.348530238,-0.517477479,-0.168947241,2.477686381,-0.758293287,1.719393095,-1.947338808,3.877979583,1.930640775,0.035452552,-0.358073694,-0.322621143
b3382,yhfY,PRD domain protein,1.070300993,-0.988915635,0.081385358,-0.822114253,-0.696177909,-1.518292162,1.107888363,0.153992805,1.261881168,-0.339096347,0,-0.339096347
b3383,yhfZ,putative DNA-binding transcriptional regulator,-0.725385415,0.264797376,-0.460588039,-0.342255909,0.304398316,-0.037857594,0.816839992,0.015065185,0.831905177,-0.044880905,-0.47037879,-0.515259695
b3384,trpS,tryptophanyl-tRNA synthetase,9.589124036,7.01427668,16.60340072,-0.478435153,-1.659674745,-2.138109899,4.459741839,1.52969602,5.989437859,1.23966087,-0.460879576,0.778781294
b3385,gph,phosphoglycolate phosphatase,0.951098982,-0.036548552,0.91455043,2.167838574,-0.174029863,1.993808711,1.532444719,-0.311014743,1.221429977,-0.491388977,1.621073934,1.129684956
b3386,rpe,D-ribulose-5-phosphate 3-epimerase,-1.059479782,-2.026331111,-3.085810893,-0.759924005,-3.555656861,-4.315580865,1.77270479,-3.226912971,-1.454208181,0.376745367,-3.59052134,-3.213775973
b3387,dam,DNA adenine methyltransferase,-10.69320039,3.790849948,-6.902350445,-16.81409335,-6.265696475,-23.07978982,1.594466273,-0.815578025,0.778888247,0.80413389,-7.26896749,-6.4648336
b3388,damX,cell division protein that binds to the septal ring,0.90268697,-3.411766123,-2.509079153,-10.82366268,-3.202450102,-14.02611278,1.070252366,-1.390558024,-0.320305659,-1.202274515,3.368189675,2.16591516
b3389,aroB,3-dehydroquinate synthase,-0.674100796,2.288687711,1.614586916,-2.154866646,7.558353301,5.403486655,-0.53161741,2.229142779,1.69752537,-2.313985547,8.874411825,6.560426278
b3390,aroK,shikimate kinase I,-0.742453177,-0.971276103,-1.71372928,0.228952938,-0.3216353,-0.092682362,-0.531490788,-0.541049234,-1.072540022,0.580143344,-0.842104666,-0.261961322
b3391,hofQ,DNA catabolic putative fimbrial transporter,-3.950188043,7.035692324,3.085504281,2.578336117,-4.398884911,-1.820548795,-2.124513983,0.240626306,-1.883887678,0.585180336,-3.770856746,-3.18567641
b3392,hofP,DNA catabolic protein,0.296635414,0.853804253,1.150439667,0.675517308,-1.750780299,-1.07526299,0.467335642,0.760828478,1.228164119,0.147649034,-0.784601429,-0.636952394
b3393,hofO,DNA catabolic protein,-0.709457251,0.588021064,-0.121436187,0,0.934330936,0.934330936,2.210242767,-1.419114045,0.791128722,0.012676169,0.882622319,0.895298488
b3394,hofN,DNA catabolic putative fimbrial assembly protein,-1.159529891,-0.742299532,-1.901829422,-3.266915639,0.929399241,-2.337516398,-0.165042243,0.646870633,0.481828391,-0.035377148,-0.243033081,-0.278410229
b3395,hofM,DNA catabolic putative pilus assembly protein,-0.441985854,-1.288812408,-1.730798262,0.197841804,0.047042196,0.244884,0.435948544,-0.69107074,-0.255122196,-0.351981756,0.489434744,0.137452988
b3396,mrcA,fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase,-0.664565623,2.625278695,1.960713073,3.956343491,2.17331189,6.129655381,-11.31018433,5.561596195,-5.74858813,-15.82416753,20.42841805,4.604250512
b3397,nudE,"adenosine nucleotide hydrolase; substrates include Ap3A, Ap2A, ADP-ribose, NADH",-0.559479538,-2.56047227,-3.119951808,0.072350665,-0.732015105,-0.65966444,-6.302436805,-0.046633464,-6.349070269,-5.79711555,1.677701608,-4.119413942
b3398,yrfF,inner membrane protein,-15.71087664,-19.81440086,-35.52527749,-17.24510688,30.37995158,13.13484471,-16.38457047,-23.25988878,-39.64445924,16.03311565,-15.41345516,0.619660493
b3399,yrfG,GMP/IMP nucleotidase,-14.34775838,19.32865785,4.98089947,-16.32734126,-5.24221722,-21.56955848,-4.845405098,5.086738958,0.24133386,0.549708745,-2.738100566,-2.188391821
b3400,hslR,ribosome-associated heat shock protein Hsp15,-4.583180089,1.015554038,-3.567626051,-4.354391938,2.002891205,-2.351500734,-4.041211158,1.616121552,-2.425089605,-3.126021795,2.232854089,-0.893167706
b3401,hslO,heat shock protein Hsp33,-6.125058691,2.473427854,-3.651630836,-3.014061441,-3.738036806,-6.752098247,-1.993119751,7.763413104,5.770293354,-1.499979343,-2.609277208,-4.10925655
b3402,yhgE,DUF4153 family putative inner membrane protein,5.89976276,3.052031485,8.951794245,5.106674008,-8.053163783,-2.946489775,3.940246693,18.08759732,22.02784401,-5.48483667,15.32479982,9.839963148
b3403,pck,phosphoenolpyruvate carboxykinase,-48.0044245,-15.52347833,-63.52790283,12.97834986,-20.6120475,-7.633697635,16.61337444,-24.20692951,-7.593555073,42.96730773,39.42731381,82.39462154
b3404,envZ,sensory histidine kinase in two-component regulatory system with OmpR,-10.22145927,2.786477648,-7.434981626,-21.04506759,-3.183534102,-24.22860169,-41.70843025,4.515843486,-37.19258676,-19.09286903,1.391932529,-17.7009365
b3405,ompR,response regulator in two-component regulatory system with EnvZ,-8.179299405,-4.244745696,-12.4240451,3.72236271,-8.681277027,-4.958914317,-3.2475518,0.563239632,-2.684312169,-5.215207155,-5.013446515,-10.22865367
b3406,greB,transcript cleavage factor,15.46835485,-13.14739041,2.320964443,2.988030648,-2.003101103,0.984929545,18.5650912,-11.27777492,7.287316278,11.92249258,-6.540151716,5.382340869
b3407,yhgF,putative transcriptional accessory protein,-3.638597263,-14.28437084,-17.92296811,10.88252508,-1.856296473,9.026228608,22.81063155,-11.96006746,10.85056409,8.77291949,10.92661069,19.69953018
b3408,feoA,"ferrous iron transporter, protein A",-3.155674681,-1.637382729,-4.79305741,-0.845122486,-3.852833835,-4.697956321,1.662179951,-1.852772647,-0.190592696,-0.008744211,-1.595057947,-1.603802158
b3409,feoB,"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein",3.742628265,2.085449065,5.82807733,17.36968636,-5.632262815,11.73742354,-1.28219831,2.945494675,1.663296365,-1.248711905,22.16958838,20.92087648
b3410,feoC,putative DNA-binding transcriptional regulator,-0.088563863,1.333740941,1.245177077,-1.2426712,3.414880423,2.172209223,-1.063015787,2.767161019,1.704145232,3.376365423,7.403026166,10.77939159
b3411,yhgA,transposase_31 family protein,-16.45183481,-6.698774113,-23.15060892,-15.79376013,1.65739799,-14.13636214,-4.99814694,-12.45008061,-17.44822755,-5.118540543,19.89356425,14.77502371
b3412,bioH,pimeloyl-ACP methyl ester carboxylesterase,-18.93452519,2.941954573,-15.99257062,-4.950615173,-0.455185218,-5.40580039,-3.035910453,-5.097464533,-8.133374985,1.848568957,-0.654460649,1.194108308
b3413,gntX,DNA catabolic protein,17.59116442,2.778707693,20.36987211,19.55640824,49.82250318,69.37891142,11.839418,24.13439709,35.97381509,-1.06809982,141.9639024,140.8958026
b3414,nfuA,Fe/S biogenesis protein; putative scaffold/chaperone for damaged Fe/S proteins,2.542442909,4.453177403,6.995620311,4.674164416,5.982469965,10.65663438,-4.329748922,5.586826045,1.257077123,0.546260838,1.982932242,2.52919308
b3415,gntT,"gluconate transporter, high-affinity GNT I system",-38.98549678,-4.11045908,-43.09595586,-237.075126,-47.16839079,-284.2435168,23.9482491,-25.7032666,-1.755017498,-4.065035655,37.57099429,33.50595863
b3416,malQ,4-alpha-glucanotransferase (amylomaltase),-2.407275183,6.085359698,3.678084515,-15.09432938,3.684573215,-11.40975617,1.998923823,36.82521033,38.82413415,-6.249725875,13.9239149,7.674189028
b3417,malP,maltodextrin phosphorylase,-4.04412938,-0.845728512,-4.889857893,-13.03909762,-6.599923134,-19.63902075,4.024498547,20.50137823,24.52587677,-4.455680161,-1.220248868,-5.675929029
b3418,malT,mal regulon transcriptional activator,25.14455236,-32.61458035,-7.470027983,-9.524719885,6.667498855,-2.85722103,11.92968456,11.44062849,23.37031305,17.9328047,11.80664644,29.73945114
b4475,rtcA,RNA 3'-terminal phosphate cyclase,-9.413090711,0.751210043,-8.661880668,-51.01213442,-7.47641506,-58.48854948,-2.367368585,6.043378595,3.67601001,-5.716533284,-0.401897368,-6.118430651
b3421,rtcB,RNA-splicing ligase,0.493543599,-0.323572264,0.169971335,-1.267147908,-2.63799351,-3.905141418,3.798173876,0.828543551,4.626717426,-0.15685556,0.158337808,0.001482248
b3422,rtcR,sigma 54-dependent transcriptional regulator of rtcBA expression,4.85140138,25.24654733,30.09794871,0.075650977,13.11140558,13.18705655,-31.80412335,26.00614946,-5.797973898,-26.66905946,61.40534046,34.736281
b3424,glpG,rhomboid intramembrane serine protease,-0.680735149,-0.11038484,-0.791119988,-1.849048652,0.127855215,-1.721193437,0.706927329,0.685848299,1.392775629,1.161550741,-0.429187222,0.73236352
b3425,glpE,thiosulfate:cyanide sulfurtransferase (rhodanese),-0.124856549,-0.85057598,-0.97543253,0.423473353,2.622177215,3.045650567,2.54796127,-0.119531209,2.428430062,-1.854587903,-0.70602696,-2.560614863
b3426,glpD,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",0.198553928,-7.790926983,-7.592373055,32.09105974,-44.73055684,-12.6394971,-4.028208358,-4.520150628,-8.548358985,-15.50684658,3.067025243,-12.43982133
b3428,glgP,glycogen phosphorylase,-91.1652669,12.57599982,-78.58926708,43.56478414,1.3719372,44.93672134,-330.5343707,74.08511958,-256.4492511,-255.778738,204.3315168,-51.44722118
b3429,glgA,glycogen synthase,-6.959338288,9.185672485,2.226334197,-4.138982183,-2.100927024,-6.239909207,-5.055522783,19.8506928,14.79517002,0.598850111,-0.75832611,-0.159475999
